Barcode,region
s_008um_00482_00503-1,SI
s_008um_00438_00240-1,Colon
s_008um_00514_00217-1,Colon
s_008um_00416_00556-1,SI
s_008um_00451_00218-1,Colon
s_008um_00475_00242-1,Colon
s_008um_00303_00604-1,SI
s_008um_00383_00532-1,SI
s_008um_00409_00548-1,SI
s_008um_00438_00258-1,Colon
s_008um_00458_00504-1,SI
s_008um_00635_00447-1,SI
s_008um_00433_00221-1,Colon
s_008um_00560_00238-1,Colon
s_008um_00573_00270-1,Colon
s_008um_00352_00257-1,Colon
s_008um_00549_00265-1,Colon
s_008um_00404_00252-1,Colon
s_008um_00395_00287-1,Colon
s_008um_00472_00538-1,SI
s_008um_00425_00539-1,SI
s_008um_00484_00498-1,SI
s_008um_00363_00533-1,SI
s_008um_00328_00271-1,Colon
s_008um_00276_00598-1,SI
s_008um_00437_00219-1,Colon
s_008um_00444_00531-1,SI
s_008um_00554_00463-1,SI
s_008um_00408_00549-1,SI
s_008um_00433_00552-1,SI
s_008um_00465_00239-1,Colon
s_008um_00467_00524-1,SI
s_008um_00450_00541-1,SI
s_008um_00588_00443-1,SI
s_008um_00376_00256-1,Colon
s_008um_00399_00235-1,Colon
s_008um_00425_00280-1,Colon
s_008um_00338_00303-1,Colon
s_008um_00361_00200-1,Colon
s_008um_00548_00476-1,SI
s_008um_00553_00257-1,Colon
s_008um_00428_00211-1,Colon
s_008um_00590_00446-1,SI
s_008um_00497_00252-1,Colon
s_008um_00384_00483-1,SI
s_008um_00412_00243-1,Colon
s_008um_00560_00270-1,Colon
s_008um_00422_00192-1,Colon
s_008um_00458_00495-1,SI
s_008um_00341_00223-1,Colon
s_008um_00558_00429-1,SI
s_008um_00515_00282-1,Colon
s_008um_00481_00534-1,SI
s_008um_00345_00217-1,Colon
s_008um_00361_00226-1,Colon
s_008um_00350_00208-1,Colon
s_008um_00460_00197-1,Colon
s_008um_00382_00529-1,SI
s_008um_00446_00538-1,SI
s_008um_00494_00484-1,SI
s_008um_00360_00507-1,SI
s_008um_00571_00495-1,SI
s_008um_00617_00449-1,SI
s_008um_00530_00242-1,Colon
s_008um_00378_00249-1,Colon
s_008um_00463_00535-1,SI
s_008um_00364_00242-1,Colon
s_008um_00550_00225-1,Colon
s_008um_00569_00248-1,Colon
s_008um_00433_00533-1,SI
s_008um_00586_00468-1,SI
s_008um_00399_00199-1,Colon
s_008um_00575_00454-1,SI
s_008um_00385_00506-1,SI
s_008um_00442_00212-1,Colon
s_008um_00291_00566-1,SI
s_008um_00284_00563-1,SI
s_008um_00444_00215-1,Colon
s_008um_00434_00200-1,Colon
s_008um_00407_00520-1,SI
s_008um_00591_00445-1,SI
s_008um_00372_00263-1,Colon
s_008um_00634_00432-1,SI
s_008um_00362_00293-1,Colon
s_008um_00491_00497-1,SI
s_008um_00442_00533-1,SI
s_008um_00536_00219-1,Colon
s_008um_00584_00464-1,SI
s_008um_00391_00195-1,Colon
s_008um_00512_00503-1,SI
s_008um_00351_00525-1,SI
s_008um_00552_00495-1,SI
s_008um_00577_00284-1,Colon
s_008um_00389_00280-1,Colon
s_008um_00527_00237-1,Colon
s_008um_00391_00259-1,Colon
s_008um_00419_00245-1,Colon
s_008um_00413_00253-1,Colon
s_008um_00502_00503-1,SI
s_008um_00369_00204-1,Colon
s_008um_00494_00481-1,SI
s_008um_00364_00230-1,Colon
s_008um_00578_00282-1,Colon
s_008um_00580_00426-1,SI
s_008um_00517_00474-1,SI
s_008um_00402_00257-1,Colon
s_008um_00464_00526-1,SI
s_008um_00356_00232-1,Colon
s_008um_00555_00456-1,SI
s_008um_00444_00486-1,SI
s_008um_00532_00222-1,Colon
s_008um_00386_00275-1,Colon
s_008um_00446_00247-1,Colon
s_008um_00476_00504-1,SI
s_008um_00528_00265-1,Colon
s_008um_00401_00247-1,Colon
s_008um_00375_00271-1,Colon
s_008um_00396_00295-1,Colon
s_008um_00346_00256-1,Colon
s_008um_00509_00514-1,SI
s_008um_00482_00268-1,Colon
s_008um_00608_00452-1,SI
s_008um_00572_00261-1,Colon
s_008um_00547_00467-1,SI
s_008um_00491_00224-1,Colon
s_008um_00505_00263-1,Colon
s_008um_00640_00450-1,SI
s_008um_00393_00529-1,SI
s_008um_00419_00192-1,Colon
s_008um_00453_00494-1,SI
s_008um_00482_00481-1,SI
s_008um_00284_00581-1,SI
s_008um_00541_00230-1,Colon
s_008um_00438_00510-1,SI
s_008um_00416_00212-1,Colon
s_008um_00568_00213-1,Colon
s_008um_00572_00451-1,SI
s_008um_00464_00544-1,SI
s_008um_00431_00240-1,Colon
s_008um_00371_00297-1,Colon
s_008um_00474_00222-1,Colon
s_008um_00399_00298-1,Colon
s_008um_00490_00513-1,SI
s_008um_00550_00239-1,Colon
s_008um_00537_00237-1,Colon
s_008um_00451_00273-1,Colon
s_008um_00400_00490-1,SI
s_008um_00464_00507-1,SI
s_008um_00492_00507-1,SI
s_008um_00522_00241-1,Colon
s_008um_00579_00284-1,Colon
s_008um_00458_00508-1,SI
s_008um_00324_00305-1,Colon
s_008um_00299_00593-1,SI
s_008um_00436_00521-1,SI
s_008um_00577_00267-1,Colon
s_008um_00387_00280-1,Colon
s_008um_00419_00223-1,Colon
s_008um_00419_00508-1,SI
s_008um_00443_00552-1,SI
s_008um_00304_00558-1,SI
s_008um_00533_00281-1,Colon
s_008um_00406_00247-1,Colon
s_008um_00387_00491-1,SI
s_008um_00360_00210-1,Colon
s_008um_00365_00223-1,Colon
s_008um_00454_00233-1,Colon
s_008um_00435_00211-1,Colon
s_008um_00410_00233-1,Colon
s_008um_00498_00283-1,Colon
s_008um_00446_00514-1,SI
s_008um_00510_00246-1,Colon
s_008um_00316_00539-1,SI
s_008um_00596_00477-1,SI
s_008um_00537_00233-1,Colon
s_008um_00489_00234-1,Colon
s_008um_00416_00509-1,SI
s_008um_00615_00474-1,SI
s_008um_00419_00561-1,SI
s_008um_00523_00263-1,Colon
s_008um_00427_00202-1,Colon
s_008um_00347_00221-1,Colon
s_008um_00341_00538-1,SI
s_008um_00349_00275-1,Colon
s_008um_00580_00260-1,Colon
s_008um_00368_00312-1,Colon
s_008um_00436_00258-1,Colon
s_008um_00441_00246-1,Colon
s_008um_00281_00588-1,SI
s_008um_00485_00257-1,Colon
s_008um_00363_00524-1,SI
s_008um_00438_00267-1,Colon
s_008um_00523_00494-1,SI
s_008um_00351_00287-1,Colon
s_008um_00530_00485-1,SI
s_008um_00432_00536-1,SI
s_008um_00555_00254-1,Colon
s_008um_00404_00519-1,SI
s_008um_00467_00260-1,Colon
s_008um_00598_00442-1,SI
s_008um_00558_00433-1,SI
s_008um_00507_00256-1,Colon
s_008um_00580_00266-1,Colon
s_008um_00503_00497-1,SI
s_008um_00502_00229-1,Colon
s_008um_00464_00204-1,Colon
s_008um_00482_00525-1,SI
s_008um_00581_00476-1,SI
s_008um_00590_00473-1,SI
s_008um_00404_00564-1,SI
s_008um_00460_00212-1,Colon
s_008um_00370_00205-1,Colon
s_008um_00412_00539-1,SI
s_008um_00349_00217-1,Colon
s_008um_00600_00256-1,Colon
s_008um_00357_00216-1,Colon
s_008um_00444_00540-1,SI
s_008um_00568_00239-1,Colon
s_008um_00358_00295-1,Colon
s_008um_00340_00302-1,Colon
s_008um_00301_00603-1,SI
s_008um_00573_00492-1,SI
s_008um_00428_00547-1,SI
s_008um_00562_00252-1,Colon
s_008um_00550_00220-1,Colon
s_008um_00388_00534-1,SI
s_008um_00498_00512-1,SI
s_008um_00422_00267-1,Colon
s_008um_00438_00487-1,SI
s_008um_00401_00254-1,Colon
s_008um_00610_00476-1,SI
s_008um_00389_00235-1,Colon
s_008um_00522_00267-1,Colon
s_008um_00447_00231-1,Colon
s_008um_00342_00545-1,SI
s_008um_00452_00237-1,Colon
s_008um_00379_00308-1,Colon
s_008um_00424_00505-1,SI
s_008um_00362_00272-1,Colon
s_008um_00458_00217-1,Colon
s_008um_00408_00200-1,Colon
s_008um_00548_00236-1,Colon
s_008um_00419_00529-1,SI
s_008um_00399_00289-1,Colon
s_008um_00356_00229-1,Colon
s_008um_00368_00304-1,Colon
s_008um_00583_00477-1,SI
s_008um_00584_00471-1,SI
s_008um_00447_00221-1,Colon
s_008um_00359_00278-1,Colon
s_008um_00368_00255-1,Colon
s_008um_00627_00457-1,SI
s_008um_00321_00535-1,SI
s_008um_00397_00254-1,Colon
s_008um_00318_00280-1,Colon
s_008um_00327_00539-1,SI
s_008um_00462_00492-1,SI
s_008um_00417_00238-1,Colon
s_008um_00361_00514-1,SI
s_008um_00421_00481-1,SI
s_008um_00504_00240-1,Colon
s_008um_00544_00474-1,SI
s_008um_00500_00483-1,SI
s_008um_00557_00453-1,SI
s_008um_00583_00221-1,Colon
s_008um_00494_00478-1,SI
s_008um_00398_00274-1,Colon
s_008um_00584_00222-1,Colon
s_008um_00581_00278-1,Colon
s_008um_00552_00463-1,SI
s_008um_00408_00545-1,SI
s_008um_00571_00211-1,Colon
s_008um_00478_00261-1,Colon
s_008um_00502_00270-1,Colon
s_008um_00535_00231-1,Colon
s_008um_00360_00530-1,SI
s_008um_00470_00520-1,SI
s_008um_00371_00290-1,Colon
s_008um_00530_00238-1,Colon
s_008um_00485_00473-1,SI
s_008um_00432_00207-1,Colon
s_008um_00484_00476-1,SI
s_008um_00388_00215-1,Colon
s_008um_00412_00217-1,Colon
s_008um_00478_00245-1,Colon
s_008um_00394_00208-1,Colon
s_008um_00501_00497-1,SI
s_008um_00458_00479-1,SI
s_008um_00477_00251-1,Colon
s_008um_00565_00206-1,Colon
s_008um_00407_00529-1,SI
s_008um_00503_00238-1,Colon
s_008um_00365_00288-1,Colon
s_008um_00557_00250-1,Colon
s_008um_00385_00510-1,SI
s_008um_00406_00253-1,Colon
s_008um_00453_00496-1,SI
s_008um_00457_00208-1,Colon
s_008um_00353_00245-1,Colon
s_008um_00333_00524-1,SI
s_008um_00488_00251-1,Colon
s_008um_00329_00303-1,Colon
s_008um_00467_00270-1,Colon
s_008um_00449_00514-1,SI
s_008um_00447_00246-1,Colon
s_008um_00523_00479-1,SI
s_008um_00336_00256-1,Colon
s_008um_00385_00247-1,Colon
s_008um_00417_00489-1,SI
s_008um_00324_00301-1,Colon
s_008um_00354_00290-1,Colon
s_008um_00371_00226-1,Colon
s_008um_00376_00190-1,Colon
s_008um_00553_00272-1,Colon
s_008um_00433_00509-1,SI
s_008um_00567_00460-1,SI
s_008um_00466_00200-1,Colon
s_008um_00480_00250-1,Colon
s_008um_00497_00222-1,Colon
s_008um_00397_00512-1,SI
s_008um_00507_00489-1,SI
s_008um_00468_00516-1,SI
s_008um_00408_00258-1,Colon
s_008um_00425_00525-1,SI
s_008um_00455_00235-1,Colon
s_008um_00425_00259-1,Colon
s_008um_00439_00504-1,SI
s_008um_00453_00536-1,SI
s_008um_00589_00463-1,SI
s_008um_00410_00504-1,SI
s_008um_00282_00575-1,SI
s_008um_00381_00306-1,Colon
s_008um_00571_00249-1,Colon
s_008um_00511_00263-1,Colon
s_008um_00399_00495-1,SI
s_008um_00611_00450-1,SI
s_008um_00511_00229-1,Colon
s_008um_00589_00458-1,SI
s_008um_00546_00469-1,SI
s_008um_00421_00229-1,Colon
s_008um_00432_00210-1,Colon
s_008um_00440_00478-1,SI
s_008um_00474_00265-1,Colon
s_008um_00507_00223-1,Colon
s_008um_00444_00536-1,SI
s_008um_00564_00278-1,Colon
s_008um_00553_00215-1,Colon
s_008um_00362_00205-1,Colon
s_008um_00366_00268-1,Colon
s_008um_00548_00439-1,SI
s_008um_00392_00250-1,Colon
s_008um_00475_00229-1,Colon
s_008um_00514_00486-1,SI
s_008um_00384_00268-1,Colon
s_008um_00527_00280-1,Colon
s_008um_00440_00266-1,Colon
s_008um_00415_00505-1,SI
s_008um_00410_00221-1,Colon
s_008um_00502_00517-1,SI
s_008um_00402_00210-1,Colon
s_008um_00598_00261-1,Colon
s_008um_00438_00485-1,SI
s_008um_00397_00229-1,Colon
s_008um_00554_00206-1,Colon
s_008um_00367_00265-1,Colon
s_008um_00391_00281-1,Colon
s_008um_00421_00221-1,Colon
s_008um_00563_00216-1,Colon
s_008um_00419_00205-1,Colon
s_008um_00422_00206-1,Colon
s_008um_00479_00228-1,Colon
s_008um_00554_00240-1,Colon
s_008um_00424_00282-1,Colon
s_008um_00469_00231-1,Colon
s_008um_00562_00272-1,Colon
s_008um_00299_00590-1,SI
s_008um_00548_00239-1,Colon
s_008um_00603_00244-1,Colon
s_008um_00541_00464-1,SI
s_008um_00369_00294-1,Colon
s_008um_00473_00532-1,SI
s_008um_00357_00271-1,Colon
s_008um_00379_00265-1,Colon
s_008um_00450_00231-1,Colon
s_008um_00371_00216-1,Colon
s_008um_00441_00475-1,SI
s_008um_00451_00512-1,SI
s_008um_00615_00445-1,SI
s_008um_00589_00253-1,Colon
s_008um_00554_00264-1,Colon
s_008um_00424_00526-1,SI
s_008um_00356_00275-1,Colon
s_008um_00446_00241-1,Colon
s_008um_00618_00473-1,SI
s_008um_00371_00261-1,Colon
s_008um_00420_00194-1,Colon
s_008um_00387_00191-1,Colon
s_008um_00464_00537-1,SI
s_008um_00397_00507-1,SI
s_008um_00450_00261-1,Colon
s_008um_00464_00217-1,Colon
s_008um_00446_00552-1,SI
s_008um_00355_00315-1,Colon
s_008um_00348_00296-1,Colon
s_008um_00423_00517-1,SI
s_008um_00590_00249-1,Colon
s_008um_00488_00254-1,Colon
s_008um_00548_00269-1,Colon
s_008um_00519_00496-1,SI
s_008um_00297_00558-1,SI
s_008um_00516_00479-1,SI
s_008um_00466_00248-1,Colon
s_008um_00350_00294-1,Colon
s_008um_00585_00234-1,Colon
s_008um_00528_00454-1,SI
s_008um_00374_00222-1,Colon
s_008um_00512_00489-1,SI
s_008um_00312_00605-1,SI
s_008um_00575_00245-1,Colon
s_008um_00404_00533-1,SI
s_008um_00390_00185-1,Colon
s_008um_00563_00242-1,Colon
s_008um_00290_00572-1,SI
s_008um_00514_00498-1,SI
s_008um_00558_00453-1,SI
s_008um_00577_00446-1,SI
s_008um_00361_00218-1,Colon
s_008um_00579_00210-1,Colon
s_008um_00291_00570-1,SI
s_008um_00380_00499-1,SI
s_008um_00421_00554-1,SI
s_008um_00441_00527-1,SI
s_008um_00535_00487-1,SI
s_008um_00346_00544-1,SI
s_008um_00437_00503-1,SI
s_008um_00566_00228-1,Colon
s_008um_00460_00253-1,Colon
s_008um_00384_00491-1,SI
s_008um_00383_00300-1,Colon
s_008um_00451_00529-1,SI
s_008um_00457_00255-1,Colon
s_008um_00500_00254-1,Colon
s_008um_00378_00533-1,SI
s_008um_00453_00540-1,SI
s_008um_00597_00243-1,Colon
s_008um_00486_00481-1,SI
s_008um_00436_00230-1,Colon
s_008um_00507_00487-1,SI
s_008um_00526_00213-1,Colon
s_008um_00385_00529-1,SI
s_008um_00569_00231-1,Colon
s_008um_00582_00456-1,SI
s_008um_00439_00228-1,Colon
s_008um_00351_00252-1,Colon
s_008um_00353_00250-1,Colon
s_008um_00549_00225-1,Colon
s_008um_00392_00222-1,Colon
s_008um_00542_00215-1,Colon
s_008um_00574_00485-1,SI
s_008um_00351_00296-1,Colon
s_008um_00356_00215-1,Colon
s_008um_00482_00220-1,Colon
s_008um_00362_00314-1,Colon
s_008um_00362_00284-1,Colon
s_008um_00552_00496-1,SI
s_008um_00567_00456-1,SI
s_008um_00334_00287-1,Colon
s_008um_00503_00479-1,SI
s_008um_00343_00224-1,Colon
s_008um_00438_00505-1,SI
s_008um_00419_00257-1,Colon
s_008um_00359_00543-1,SI
s_008um_00446_00203-1,Colon
s_008um_00407_00509-1,SI
s_008um_00382_00212-1,Colon
s_008um_00403_00501-1,SI
s_008um_00466_00236-1,Colon
s_008um_00457_00238-1,Colon
s_008um_00342_00236-1,Colon
s_008um_00455_00485-1,SI
s_008um_00471_00234-1,Colon
s_008um_00548_00215-1,Colon
s_008um_00338_00302-1,Colon
s_008um_00574_00246-1,Colon
s_008um_00414_00513-1,SI
s_008um_00282_00609-1,SI
s_008um_00529_00208-1,Colon
s_008um_00440_00504-1,SI
s_008um_00585_00442-1,SI
s_008um_00413_00215-1,Colon
s_008um_00366_00531-1,SI
s_008um_00585_00265-1,Colon
s_008um_00430_00558-1,SI
s_008um_00585_00230-1,Colon
s_008um_00371_00249-1,Colon
s_008um_00420_00188-1,Colon
s_008um_00396_00282-1,Colon
s_008um_00558_00431-1,SI
s_008um_00539_00488-1,SI
s_008um_00379_00260-1,Colon
s_008um_00281_00606-1,SI
s_008um_00340_00531-1,SI
s_008um_00543_00225-1,Colon
s_008um_00429_00252-1,Colon
s_008um_00381_00283-1,Colon
s_008um_00349_00278-1,Colon
s_008um_00609_00462-1,SI
s_008um_00593_00469-1,SI
s_008um_00410_00506-1,SI
s_008um_00394_00189-1,Colon
s_008um_00388_00262-1,Colon
s_008um_00539_00271-1,Colon
s_008um_00451_00227-1,Colon
s_008um_00569_00457-1,SI
s_008um_00449_00221-1,Colon
s_008um_00595_00447-1,SI
s_008um_00340_00289-1,Colon
s_008um_00586_00260-1,Colon
s_008um_00521_00452-1,SI
s_008um_00452_00222-1,Colon
s_008um_00501_00265-1,Colon
s_008um_00564_00445-1,SI
s_008um_00583_00486-1,SI
s_008um_00342_00248-1,Colon
s_008um_00440_00509-1,SI
s_008um_00531_00264-1,Colon
s_008um_00470_00229-1,Colon
s_008um_00500_00510-1,SI
s_008um_00546_00472-1,SI
s_008um_00410_00527-1,SI
s_008um_00462_00525-1,SI
s_008um_00420_00493-1,SI
s_008um_00451_00236-1,Colon
s_008um_00446_00535-1,SI
s_008um_00342_00316-1,Colon
s_008um_00415_00534-1,SI
s_008um_00418_00508-1,SI
s_008um_00417_00223-1,Colon
s_008um_00411_00558-1,SI
s_008um_00462_00258-1,Colon
s_008um_00553_00248-1,Colon
s_008um_00340_00526-1,SI
s_008um_00365_00282-1,Colon
s_008um_00327_00267-1,Colon
s_008um_00374_00274-1,Colon
s_008um_00578_00432-1,SI
s_008um_00552_00255-1,Colon
s_008um_00330_00542-1,SI
s_008um_00375_00270-1,Colon
s_008um_00357_00294-1,Colon
s_008um_00342_00532-1,SI
s_008um_00347_00525-1,SI
s_008um_00534_00486-1,SI
s_008um_00444_00228-1,Colon
s_008um_00468_00534-1,SI
s_008um_00530_00210-1,Colon
s_008um_00574_00218-1,Colon
s_008um_00400_00274-1,Colon
s_008um_00585_00277-1,Colon
s_008um_00392_00522-1,SI
s_008um_00578_00242-1,Colon
s_008um_00413_00540-1,SI
s_008um_00497_00497-1,SI
s_008um_00374_00230-1,Colon
s_008um_00452_00225-1,Colon
s_008um_00392_00206-1,Colon
s_008um_00539_00256-1,Colon
s_008um_00520_00248-1,Colon
s_008um_00603_00477-1,SI
s_008um_00634_00429-1,SI
s_008um_00633_00426-1,SI
s_008um_00596_00443-1,SI
s_008um_00414_00561-1,SI
s_008um_00438_00232-1,Colon
s_008um_00395_00548-1,SI
s_008um_00475_00517-1,SI
s_008um_00451_00235-1,Colon
s_008um_00351_00306-1,Colon
s_008um_00425_00232-1,Colon
s_008um_00545_00226-1,Colon
s_008um_00490_00480-1,SI
s_008um_00530_00227-1,Colon
s_008um_00320_00292-1,Colon
s_008um_00427_00527-1,SI
s_008um_00576_00459-1,SI
s_008um_00339_00268-1,Colon
s_008um_00544_00473-1,SI
s_008um_00367_00521-1,SI
s_008um_00492_00501-1,SI
s_008um_00411_00219-1,Colon
s_008um_00325_00272-1,Colon
s_008um_00340_00518-1,SI
s_008um_00469_00269-1,Colon
s_008um_00409_00201-1,Colon
s_008um_00584_00234-1,Colon
s_008um_00535_00266-1,Colon
s_008um_00402_00549-1,SI
s_008um_00415_00547-1,SI
s_008um_00414_00551-1,SI
s_008um_00583_00440-1,SI
s_008um_00560_00226-1,Colon
s_008um_00516_00275-1,Colon
s_008um_00501_00262-1,Colon
s_008um_00600_00461-1,SI
s_008um_00400_00267-1,Colon
s_008um_00582_00472-1,SI
s_008um_00330_00284-1,Colon
s_008um_00593_00445-1,SI
s_008um_00412_00268-1,Colon
s_008um_00374_00531-1,SI
s_008um_00359_00285-1,Colon
s_008um_00399_00541-1,SI
s_008um_00509_00253-1,Colon
s_008um_00443_00500-1,SI
s_008um_00520_00491-1,SI
s_008um_00347_00304-1,Colon
s_008um_00474_00506-1,SI
s_008um_00525_00470-1,SI
s_008um_00545_00267-1,Colon
s_008um_00563_00211-1,Colon
s_008um_00370_00250-1,Colon
s_008um_00442_00548-1,SI
s_008um_00381_00297-1,Colon
s_008um_00379_00202-1,Colon
s_008um_00456_00478-1,SI
s_008um_00537_00248-1,Colon
s_008um_00483_00532-1,SI
s_008um_00520_00217-1,Colon
s_008um_00508_00238-1,Colon
s_008um_00400_00533-1,SI
s_008um_00435_00560-1,SI
s_008um_00512_00251-1,Colon
s_008um_00387_00210-1,Colon
s_008um_00582_00480-1,SI
s_008um_00564_00242-1,Colon
s_008um_00515_00229-1,Colon
s_008um_00570_00238-1,Colon
s_008um_00398_00556-1,SI
s_008um_00461_00260-1,Colon
s_008um_00479_00484-1,SI
s_008um_00487_00511-1,SI
s_008um_00602_00456-1,SI
s_008um_00326_00533-1,SI
s_008um_00352_00286-1,Colon
s_008um_00591_00463-1,SI
s_008um_00374_00255-1,Colon
s_008um_00581_00269-1,Colon
s_008um_00446_00554-1,SI
s_008um_00425_00507-1,SI
s_008um_00547_00211-1,Colon
s_008um_00418_00530-1,SI
s_008um_00551_00209-1,Colon
s_008um_00335_00294-1,Colon
s_008um_00625_00442-1,SI
s_008um_00409_00243-1,Colon
s_008um_00320_00288-1,Colon
s_008um_00434_00243-1,Colon
s_008um_00331_00296-1,Colon
s_008um_00352_00222-1,Colon
s_008um_00366_00197-1,Colon
s_008um_00460_00263-1,Colon
s_008um_00494_00502-1,SI
s_008um_00421_00233-1,Colon
s_008um_00570_00203-1,Colon
s_008um_00452_00262-1,Colon
s_008um_00442_00535-1,SI
s_008um_00356_00276-1,Colon
s_008um_00485_00482-1,SI
s_008um_00455_00194-1,Colon
s_008um_00635_00426-1,SI
s_008um_00339_00257-1,Colon
s_008um_00349_00258-1,Colon
s_008um_00538_00476-1,SI
s_008um_00439_00493-1,SI
s_008um_00540_00457-1,SI
s_008um_00597_00259-1,Colon
s_008um_00574_00490-1,SI
s_008um_00537_00479-1,SI
s_008um_00565_00223-1,Colon
s_008um_00496_00492-1,SI
s_008um_00364_00220-1,Colon
s_008um_00582_00225-1,Colon
s_008um_00480_00482-1,SI
s_008um_00458_00230-1,Colon
s_008um_00513_00219-1,Colon
s_008um_00290_00574-1,SI
s_008um_00578_00229-1,Colon
s_008um_00419_00482-1,SI
s_008um_00582_00273-1,Colon
s_008um_00344_00230-1,Colon
s_008um_00541_00221-1,Colon
s_008um_00593_00252-1,Colon
s_008um_00418_00271-1,Colon
s_008um_00555_00212-1,Colon
s_008um_00514_00236-1,Colon
s_008um_00492_00497-1,SI
s_008um_00501_00245-1,Colon
s_008um_00454_00236-1,Colon
s_008um_00589_00272-1,Colon
s_008um_00405_00503-1,SI
s_008um_00323_00535-1,SI
s_008um_00373_00272-1,Colon
s_008um_00592_00474-1,SI
s_008um_00604_00456-1,SI
s_008um_00511_00237-1,Colon
s_008um_00472_00271-1,Colon
s_008um_00427_00226-1,Colon
s_008um_00591_00466-1,SI
s_008um_00544_00448-1,SI
s_008um_00546_00466-1,SI
s_008um_00480_00520-1,SI
s_008um_00361_00228-1,Colon
s_008um_00550_00488-1,SI
s_008um_00335_00271-1,Colon
s_008um_00575_00215-1,Colon
s_008um_00341_00248-1,Colon
s_008um_00355_00235-1,Colon
s_008um_00458_00208-1,Colon
s_008um_00472_00248-1,Colon
s_008um_00589_00263-1,Colon
s_008um_00487_00267-1,Colon
s_008um_00571_00247-1,Colon
s_008um_00357_00203-1,Colon
s_008um_00416_00194-1,Colon
s_008um_00503_00267-1,Colon
s_008um_00514_00226-1,Colon
s_008um_00469_00197-1,Colon
s_008um_00540_00206-1,Colon
s_008um_00357_00230-1,Colon
s_008um_00397_00543-1,SI
s_008um_00390_00217-1,Colon
s_008um_00370_00226-1,Colon
s_008um_00418_00512-1,SI
s_008um_00635_00433-1,SI
s_008um_00396_00196-1,Colon
s_008um_00592_00478-1,SI
s_008um_00479_00263-1,Colon
s_008um_00352_00298-1,Colon
s_008um_00368_00284-1,Colon
s_008um_00562_00491-1,SI
s_008um_00353_00257-1,Colon
s_008um_00505_00242-1,Colon
s_008um_00276_00608-1,SI
s_008um_00548_00432-1,SI
s_008um_00400_00488-1,SI
s_008um_00516_00228-1,Colon
s_008um_00434_00262-1,Colon
s_008um_00549_00267-1,Colon
s_008um_00405_00537-1,SI
s_008um_00581_00245-1,Colon
s_008um_00438_00492-1,SI
s_008um_00487_00255-1,Colon
s_008um_00394_00272-1,Colon
s_008um_00446_00477-1,SI
s_008um_00445_00241-1,Colon
s_008um_00547_00234-1,Colon
s_008um_00572_00260-1,Colon
s_008um_00511_00499-1,SI
s_008um_00396_00553-1,SI
s_008um_00433_00524-1,SI
s_008um_00423_00496-1,SI
s_008um_00507_00225-1,Colon
s_008um_00609_00450-1,SI
s_008um_00364_00274-1,Colon
s_008um_00335_00267-1,Colon
s_008um_00434_00557-1,SI
s_008um_00518_00260-1,Colon
s_008um_00457_00479-1,SI
s_008um_00363_00220-1,Colon
s_008um_00515_00266-1,Colon
s_008um_00408_00572-1,SI
s_008um_00438_00499-1,SI
s_008um_00370_00278-1,Colon
s_008um_00456_00202-1,Colon
s_008um_00342_00544-1,SI
s_008um_00572_00446-1,SI
s_008um_00393_00216-1,Colon
s_008um_00567_00206-1,Colon
s_008um_00408_00245-1,Colon
s_008um_00393_00514-1,SI
s_008um_00565_00280-1,Colon
s_008um_00323_00299-1,Colon
s_008um_00581_00267-1,Colon
s_008um_00419_00512-1,SI
s_008um_00430_00555-1,SI
s_008um_00344_00309-1,Colon
s_008um_00589_00239-1,Colon
s_008um_00297_00552-1,SI
s_008um_00568_00216-1,Colon
s_008um_00282_00591-1,SI
s_008um_00440_00246-1,Colon
s_008um_00539_00229-1,Colon
s_008um_00547_00469-1,SI
s_008um_00323_00543-1,SI
s_008um_00394_00295-1,Colon
s_008um_00309_00602-1,SI
s_008um_00408_00233-1,Colon
s_008um_00372_00206-1,Colon
s_008um_00576_00242-1,Colon
s_008um_00576_00208-1,Colon
s_008um_00297_00564-1,SI
s_008um_00332_00263-1,Colon
s_008um_00436_00238-1,Colon
s_008um_00496_00276-1,Colon
s_008um_00354_00274-1,Colon
s_008um_00643_00450-1,SI
s_008um_00562_00223-1,Colon
s_008um_00484_00511-1,SI
s_008um_00576_00210-1,Colon
s_008um_00380_00303-1,Colon
s_008um_00577_00229-1,Colon
s_008um_00366_00523-1,SI
s_008um_00459_00502-1,SI
s_008um_00581_00479-1,SI
s_008um_00297_00553-1,SI
s_008um_00421_00208-1,Colon
s_008um_00542_00502-1,SI
s_008um_00328_00538-1,SI
s_008um_00542_00242-1,Colon
s_008um_00470_00237-1,Colon
s_008um_00567_00442-1,SI
s_008um_00559_00248-1,Colon
s_008um_00450_00553-1,SI
s_008um_00482_00483-1,SI
s_008um_00487_00523-1,SI
s_008um_00604_00475-1,SI
s_008um_00578_00444-1,SI
s_008um_00420_00561-1,SI
s_008um_00577_00250-1,Colon
s_008um_00513_00492-1,SI
s_008um_00492_00241-1,Colon
s_008um_00288_00575-1,SI
s_008um_00302_00546-1,SI
s_008um_00562_00462-1,SI
s_008um_00571_00490-1,SI
s_008um_00547_00447-1,SI
s_008um_00597_00247-1,Colon
s_008um_00347_00249-1,Colon
s_008um_00455_00196-1,Colon
s_008um_00524_00475-1,SI
s_008um_00413_00511-1,SI
s_008um_00399_00536-1,SI
s_008um_00497_00224-1,Colon
s_008um_00570_00444-1,SI
