Barcode,region
s_008um_00448_00253-1,Colon
s_008um_00421_00492-1,SI
s_008um_00404_00204-1,Colon
s_008um_00345_00310-1,Colon
s_008um_00426_00566-1,SI
s_008um_00407_00243-1,Colon
s_008um_00342_00523-1,SI
s_008um_00524_00259-1,Colon
s_008um_00449_00542-1,SI
s_008um_00466_00237-1,Colon
s_008um_00374_00262-1,Colon
s_008um_00283_00560-1,SI
s_008um_00560_00223-1,Colon
s_008um_00413_00250-1,Colon
s_008um_00443_00213-1,Colon
s_008um_00567_00262-1,Colon
s_008um_00555_00267-1,Colon
s_008um_00376_00265-1,Colon
s_008um_00600_00245-1,Colon
s_008um_00443_00244-1,Colon
s_008um_00450_00207-1,Colon
s_008um_00527_00249-1,Colon
s_008um_00512_00272-1,Colon
s_008um_00386_00484-1,SI
s_008um_00330_00540-1,SI
s_008um_00456_00216-1,Colon
s_008um_00469_00270-1,Colon
s_008um_00356_00248-1,Colon
s_008um_00568_00266-1,Colon
s_008um_00416_00202-1,Colon
s_008um_00348_00219-1,Colon
s_008um_00606_00456-1,SI
s_008um_00360_00224-1,Colon
s_008um_00456_00197-1,Colon
s_008um_00354_00198-1,Colon
s_008um_00396_00512-1,SI
s_008um_00285_00604-1,SI
s_008um_00353_00243-1,Colon
s_008um_00569_00209-1,Colon
s_008um_00342_00240-1,Colon
s_008um_00358_00248-1,Colon
s_008um_00442_00503-1,SI
s_008um_00544_00215-1,Colon
s_008um_00400_00273-1,Colon
s_008um_00504_00265-1,Colon
s_008um_00492_00249-1,Colon
s_008um_00478_00526-1,SI
s_008um_00527_00245-1,Colon
s_008um_00631_00458-1,SI
s_008um_00480_00538-1,SI
s_008um_00502_00494-1,SI
s_008um_00357_00207-1,Colon
s_008um_00479_00476-1,SI
s_008um_00341_00208-1,Colon
s_008um_00420_00241-1,Colon
s_008um_00401_00252-1,Colon
s_008um_00302_00600-1,SI
s_008um_00467_00229-1,Colon
s_008um_00454_00511-1,SI
s_008um_00398_00506-1,SI
s_008um_00421_00272-1,Colon
s_008um_00373_00209-1,Colon
s_008um_00498_00269-1,Colon
s_008um_00544_00264-1,Colon
s_008um_00369_00233-1,Colon
s_008um_00644_00447-1,SI
s_008um_00461_00545-1,SI
s_008um_00443_00476-1,SI
s_008um_00527_00229-1,Colon
s_008um_00411_00496-1,SI
s_008um_00490_00217-1,Colon
s_008um_00360_00241-1,Colon
s_008um_00586_00239-1,Colon
s_008um_00338_00546-1,SI
s_008um_00464_00272-1,Colon
s_008um_00535_00215-1,Colon
s_008um_00341_00542-1,SI
s_008um_00442_00207-1,Colon
s_008um_00453_00200-1,Colon
s_008um_00460_00513-1,SI
s_008um_00466_00527-1,SI
s_008um_00484_00276-1,Colon
s_008um_00475_00478-1,SI
s_008um_00509_00279-1,Colon
s_008um_00337_00545-1,SI
s_008um_00543_00254-1,Colon
s_008um_00386_00517-1,SI
s_008um_00436_00241-1,Colon
s_008um_00479_00267-1,Colon
s_008um_00448_00248-1,Colon
s_008um_00326_00548-1,SI
s_008um_00395_00245-1,Colon
s_008um_00577_00455-1,SI
s_008um_00292_00589-1,SI
s_008um_00413_00567-1,SI
s_008um_00574_00448-1,SI
s_008um_00469_00212-1,Colon
s_008um_00368_00247-1,Colon
s_008um_00440_00538-1,SI
s_008um_00411_00566-1,SI
s_008um_00342_00519-1,SI
s_008um_00528_00456-1,SI
s_008um_00364_00301-1,Colon
s_008um_00414_00516-1,SI
s_008um_00518_00476-1,SI
s_008um_00510_00513-1,SI
s_008um_00501_00223-1,Colon
s_008um_00393_00186-1,Colon
s_008um_00445_00514-1,SI
s_008um_00585_00463-1,SI
s_008um_00531_00237-1,Colon
s_008um_00354_00315-1,Colon
s_008um_00412_00252-1,Colon
s_008um_00420_00502-1,SI
s_008um_00423_00482-1,SI
s_008um_00562_00201-1,Colon
s_008um_00470_00206-1,Colon
s_008um_00373_00215-1,Colon
s_008um_00323_00292-1,Colon
s_008um_00432_00533-1,SI
s_008um_00596_00261-1,Colon
s_008um_00357_00512-1,SI
s_008um_00411_00204-1,Colon
s_008um_00383_00538-1,SI
s_008um_00489_00222-1,Colon
s_008um_00457_00266-1,Colon
s_008um_00595_00245-1,Colon
s_008um_00431_00525-1,SI
s_008um_00457_00198-1,Colon
s_008um_00593_00274-1,Colon
s_008um_00406_00221-1,Colon
s_008um_00359_00522-1,SI
s_008um_00564_00449-1,SI
s_008um_00554_00492-1,SI
s_008um_00447_00485-1,SI
s_008um_00549_00458-1,SI
s_008um_00334_00261-1,Colon
s_008um_00371_00301-1,Colon
s_008um_00475_00527-1,SI
s_008um_00449_00219-1,Colon
s_008um_00326_00285-1,Colon
s_008um_00557_00207-1,Colon
s_008um_00545_00451-1,SI
s_008um_00524_00256-1,Colon
s_008um_00488_00217-1,Colon
s_008um_00462_00501-1,SI
s_008um_00442_00504-1,SI
s_008um_00396_00297-1,Colon
s_008um_00570_00430-1,SI
s_008um_00547_00225-1,Colon
s_008um_00368_00200-1,Colon
s_008um_00555_00251-1,Colon
s_008um_00499_00247-1,Colon
s_008um_00582_00463-1,SI
s_008um_00364_00262-1,Colon
s_008um_00501_00509-1,SI
s_008um_00538_00222-1,Colon
s_008um_00344_00275-1,Colon
s_008um_00557_00209-1,Colon
s_008um_00387_00548-1,SI
s_008um_00585_00441-1,SI
s_008um_00491_00504-1,SI
s_008um_00372_00521-1,SI
s_008um_00497_00220-1,Colon
s_008um_00557_00465-1,SI
s_008um_00322_00275-1,Colon
s_008um_00368_00219-1,Colon
s_008um_00625_00431-1,SI
s_008um_00528_00282-1,Colon
s_008um_00362_00259-1,Colon
s_008um_00427_00251-1,Colon
s_008um_00577_00224-1,Colon
s_008um_00474_00502-1,SI
s_008um_00305_00603-1,SI
s_008um_00386_00498-1,SI
s_008um_00390_00198-1,Colon
s_008um_00450_00212-1,Colon
s_008um_00566_00221-1,Colon
s_008um_00583_00255-1,Colon
s_008um_00543_00206-1,Colon
s_008um_00623_00438-1,SI
s_008um_00482_00257-1,Colon
s_008um_00379_00203-1,Colon
s_008um_00626_00443-1,SI
s_008um_00454_00533-1,SI
s_008um_00414_00567-1,SI
s_008um_00395_00231-1,Colon
s_008um_00576_00207-1,Colon
s_008um_00389_00216-1,Colon
s_008um_00378_00272-1,Colon
s_008um_00485_00241-1,Colon
s_008um_00585_00458-1,SI
s_008um_00522_00277-1,Colon
s_008um_00551_00494-1,SI
s_008um_00410_00215-1,Colon
s_008um_00441_00540-1,SI
s_008um_00581_00227-1,Colon
s_008um_00566_00223-1,Colon
s_008um_00333_00522-1,SI
s_008um_00495_00237-1,Colon
s_008um_00302_00605-1,SI
s_008um_00349_00533-1,SI
s_008um_00403_00518-1,SI
s_008um_00460_00512-1,SI
s_008um_00358_00244-1,Colon
s_008um_00400_00209-1,Colon
s_008um_00419_00481-1,SI
s_008um_00380_00270-1,Colon
s_008um_00597_00268-1,Colon
s_008um_00626_00444-1,SI
s_008um_00506_00276-1,Colon
s_008um_00493_00493-1,SI
s_008um_00506_00232-1,Colon
s_008um_00463_00511-1,SI
s_008um_00438_00536-1,SI
s_008um_00378_00209-1,Colon
s_008um_00547_00258-1,Colon
s_008um_00465_00269-1,Colon
s_008um_00418_00222-1,Colon
s_008um_00556_00429-1,SI
s_008um_00512_00282-1,Colon
s_008um_00463_00489-1,SI
s_008um_00598_00454-1,SI
s_008um_00334_00264-1,Colon
s_008um_00275_00600-1,SI
s_008um_00313_00542-1,SI
s_008um_00442_00210-1,Colon
s_008um_00579_00285-1,Colon
s_008um_00359_00232-1,Colon
s_008um_00611_00451-1,SI
s_008um_00628_00441-1,SI
s_008um_00559_00454-1,SI
s_008um_00340_00260-1,Colon
s_008um_00579_00452-1,SI
s_008um_00289_00590-1,SI
s_008um_00486_00220-1,Colon
s_008um_00375_00245-1,Colon
s_008um_00544_00218-1,Colon
s_008um_00418_00526-1,SI
s_008um_00565_00236-1,Colon
s_008um_00500_00502-1,SI
s_008um_00471_00507-1,SI
s_008um_00493_00250-1,Colon
s_008um_00483_00248-1,Colon
s_008um_00345_00277-1,Colon
s_008um_00429_00565-1,SI
s_008um_00531_00262-1,Colon
s_008um_00488_00239-1,Colon
s_008um_00547_00262-1,Colon
s_008um_00531_00222-1,Colon
s_008um_00518_00481-1,SI
s_008um_00422_00483-1,SI
s_008um_00573_00258-1,Colon
s_008um_00428_00487-1,SI
s_008um_00421_00526-1,SI
s_008um_00376_00275-1,Colon
s_008um_00615_00442-1,SI
s_008um_00543_00220-1,Colon
s_008um_00573_00236-1,Colon
s_008um_00487_00236-1,Colon
s_008um_00380_00492-1,SI
s_008um_00482_00516-1,SI
s_008um_00454_00523-1,SI
s_008um_00575_00267-1,Colon
s_008um_00428_00554-1,SI
s_008um_00571_00455-1,SI
s_008um_00580_00210-1,Colon
s_008um_00372_00307-1,Colon
s_008um_00342_00527-1,SI
s_008um_00326_00289-1,Colon
s_008um_00351_00315-1,Colon
s_008um_00440_00249-1,Colon
s_008um_00443_00475-1,SI
s_008um_00434_00509-1,SI
s_008um_00377_00291-1,Colon
s_008um_00440_00527-1,SI
s_008um_00328_00276-1,Colon
s_008um_00323_00288-1,Colon
s_008um_00600_00253-1,Colon
s_008um_00388_00190-1,Colon
s_008um_00515_00491-1,SI
s_008um_00290_00567-1,SI
s_008um_00393_00522-1,SI
s_008um_00475_00533-1,SI
s_008um_00420_00494-1,SI
s_008um_00459_00482-1,SI
s_008um_00557_00238-1,Colon
s_008um_00355_00238-1,Colon
s_008um_00372_00229-1,Colon
s_008um_00481_00241-1,Colon
s_008um_00471_00241-1,Colon
s_008um_00311_00541-1,SI
s_008um_00436_00223-1,Colon
s_008um_00386_00504-1,SI
s_008um_00316_00543-1,SI
s_008um_00399_00296-1,Colon
s_008um_00470_00541-1,SI
s_008um_00403_00542-1,SI
s_008um_00389_00249-1,Colon
s_008um_00349_00536-1,SI
s_008um_00276_00600-1,SI
s_008um_00355_00253-1,Colon
s_008um_00543_00453-1,SI
s_008um_00353_00201-1,Colon
s_008um_00500_00504-1,SI
s_008um_00464_00531-1,SI
s_008um_00332_00282-1,Colon
s_008um_00467_00215-1,Colon
s_008um_00353_00234-1,Colon
s_008um_00510_00235-1,Colon
s_008um_00427_00214-1,Colon
s_008um_00464_00202-1,Colon
s_008um_00570_00486-1,SI
s_008um_00341_00234-1,Colon
s_008um_00407_00258-1,Colon
s_008um_00470_00242-1,Colon
s_008um_00384_00277-1,Colon
s_008um_00404_00284-1,Colon
s_008um_00433_00259-1,Colon
s_008um_00283_00562-1,SI
s_008um_00570_00223-1,Colon
s_008um_00531_00209-1,Colon
s_008um_00458_00502-1,SI
s_008um_00555_00498-1,SI
s_008um_00531_00498-1,SI
s_008um_00539_00218-1,Colon
s_008um_00377_00258-1,Colon
s_008um_00611_00470-1,SI
s_008um_00386_00523-1,SI
s_008um_00354_00540-1,SI
s_008um_00348_00294-1,Colon
s_008um_00372_00534-1,SI
s_008um_00362_00202-1,Colon
s_008um_00403_00285-1,Colon
s_008um_00541_00247-1,Colon
s_008um_00421_00188-1,Colon
s_008um_00476_00221-1,Colon
s_008um_00457_00271-1,Colon
s_008um_00578_00208-1,Colon
s_008um_00501_00279-1,Colon
s_008um_00343_00229-1,Colon
s_008um_00451_00553-1,SI
s_008um_00489_00219-1,Colon
s_008um_00489_00248-1,Colon
s_008um_00566_00456-1,SI
s_008um_00494_00243-1,Colon
s_008um_00389_00218-1,Colon
s_008um_00420_00253-1,Colon
s_008um_00384_00204-1,Colon
s_008um_00348_00204-1,Colon
s_008um_00569_00227-1,Colon
s_008um_00403_00498-1,SI
s_008um_00496_00475-1,SI
s_008um_00434_00213-1,Colon
s_008um_00436_00239-1,Colon
s_008um_00587_00240-1,Colon
s_008um_00544_00485-1,SI
s_008um_00528_00214-1,Colon
s_008um_00359_00268-1,Colon
s_008um_00419_00522-1,SI
s_008um_00557_00230-1,Colon
s_008um_00410_00232-1,Colon
s_008um_00440_00216-1,Colon
s_008um_00433_00245-1,Colon
s_008um_00425_00243-1,Colon
s_008um_00585_00246-1,Colon
s_008um_00490_00269-1,Colon
s_008um_00399_00551-1,SI
s_008um_00594_00478-1,SI
s_008um_00564_00448-1,SI
s_008um_00599_00455-1,SI
s_008um_00322_00550-1,SI
s_008um_00564_00206-1,Colon
s_008um_00448_00234-1,Colon
s_008um_00440_00206-1,Colon
s_008um_00285_00581-1,SI
s_008um_00534_00478-1,SI
s_008um_00410_00569-1,SI
s_008um_00365_00259-1,Colon
s_008um_00420_00512-1,SI
s_008um_00511_00238-1,Colon
s_008um_00571_00440-1,SI
s_008um_00570_00250-1,Colon
s_008um_00354_00282-1,Colon
s_008um_00285_00598-1,SI
s_008um_00407_00563-1,SI
s_008um_00363_00289-1,Colon
s_008um_00534_00466-1,SI
s_008um_00284_00588-1,SI
s_008um_00429_00540-1,SI
s_008um_00355_00209-1,Colon
s_008um_00537_00262-1,Colon
s_008um_00432_00532-1,SI
s_008um_00564_00490-1,SI
s_008um_00450_00229-1,Colon
s_008um_00451_00534-1,SI
s_008um_00365_00240-1,Colon
s_008um_00574_00278-1,Colon
s_008um_00391_00190-1,Colon
s_008um_00501_00498-1,SI
s_008um_00429_00272-1,Colon
s_008um_00382_00505-1,SI
s_008um_00285_00579-1,SI
s_008um_00568_00244-1,Colon
s_008um_00588_00461-1,SI
s_008um_00336_00534-1,SI
s_008um_00586_00257-1,Colon
s_008um_00504_00262-1,Colon
s_008um_00533_00241-1,Colon
s_008um_00373_00210-1,Colon
s_008um_00529_00269-1,Colon
s_008um_00563_00273-1,Colon
s_008um_00546_00231-1,Colon
s_008um_00557_00457-1,SI
s_008um_00415_00259-1,Colon
s_008um_00458_00510-1,SI
s_008um_00370_00264-1,Colon
s_008um_00307_00597-1,SI
s_008um_00545_00477-1,SI
s_008um_00638_00432-1,SI
s_008um_00351_00254-1,Colon
s_008um_00522_00213-1,Colon
s_008um_00515_00457-1,SI
s_008um_00370_00296-1,Colon
s_008um_00351_00512-1,SI
s_008um_00528_00283-1,Colon
s_008um_00479_00513-1,SI
s_008um_00409_00543-1,SI
s_008um_00418_00515-1,SI
s_008um_00426_00193-1,Colon
s_008um_00593_00270-1,Colon
s_008um_00491_00229-1,Colon
s_008um_00445_00248-1,Colon
s_008um_00449_00266-1,Colon
s_008um_00564_00220-1,Colon
s_008um_00575_00471-1,SI
s_008um_00377_00531-1,SI
s_008um_00457_00545-1,SI
s_008um_00628_00454-1,SI
s_008um_00593_00250-1,Colon
s_008um_00574_00209-1,Colon
s_008um_00610_00449-1,SI
s_008um_00486_00275-1,Colon
s_008um_00518_00451-1,SI
s_008um_00391_00487-1,SI
s_008um_00506_00261-1,Colon
s_008um_00582_00238-1,Colon
s_008um_00332_00293-1,Colon
s_008um_00345_00290-1,Colon
s_008um_00462_00534-1,SI
s_008um_00498_00483-1,SI
s_008um_00559_00492-1,SI
s_008um_00347_00256-1,Colon
s_008um_00443_00228-1,Colon
s_008um_00593_00271-1,Colon
s_008um_00597_00478-1,SI
s_008um_00370_00246-1,Colon
s_008um_00524_00483-1,SI
s_008um_00355_00251-1,Colon
s_008um_00348_00230-1,Colon
s_008um_00412_00241-1,Colon
s_008um_00374_00263-1,Colon
s_008um_00430_00536-1,SI
s_008um_00394_00186-1,Colon
s_008um_00365_00245-1,Colon
s_008um_00584_00221-1,Colon
s_008um_00451_00536-1,SI
s_008um_00519_00464-1,SI
s_008um_00409_00570-1,SI
s_008um_00537_00264-1,Colon
s_008um_00450_00257-1,Colon
s_008um_00533_00251-1,Colon
s_008um_00405_00219-1,Colon
s_008um_00496_00503-1,SI
s_008um_00473_00517-1,SI
s_008um_00422_00541-1,SI
s_008um_00527_00489-1,SI
s_008um_00387_00249-1,Colon
s_008um_00518_00288-1,Colon
s_008um_00592_00239-1,Colon
s_008um_00338_00262-1,Colon
s_008um_00486_00254-1,Colon
s_008um_00496_00480-1,SI
s_008um_00543_00479-1,SI
s_008um_00542_00259-1,Colon
s_008um_00429_00546-1,SI
s_008um_00428_00219-1,Colon
s_008um_00466_00485-1,SI
s_008um_00489_00502-1,SI
s_008um_00559_00214-1,Colon
s_008um_00467_00541-1,SI
s_008um_00475_00266-1,Colon
s_008um_00348_00256-1,Colon
s_008um_00482_00226-1,Colon
s_008um_00347_00307-1,Colon
s_008um_00390_00194-1,Colon
s_008um_00381_00227-1,Colon
s_008um_00422_00497-1,SI
s_008um_00621_00447-1,SI
s_008um_00407_00554-1,SI
s_008um_00553_00457-1,SI
s_008um_00376_00225-1,Colon
s_008um_00426_00206-1,Colon
s_008um_00389_00524-1,SI
s_008um_00393_00510-1,SI
s_008um_00588_00472-1,SI
s_008um_00447_00262-1,Colon
s_008um_00353_00544-1,SI
s_008um_00394_00292-1,Colon
s_008um_00549_00263-1,Colon
s_008um_00500_00240-1,Colon
s_008um_00572_00226-1,Colon
s_008um_00465_00252-1,Colon
s_008um_00451_00217-1,Colon
s_008um_00395_00206-1,Colon
s_008um_00422_00526-1,SI
s_008um_00453_00226-1,Colon
s_008um_00359_00532-1,SI
s_008um_00400_00550-1,SI
s_008um_00369_00221-1,Colon
s_008um_00572_00232-1,Colon
s_008um_00416_00548-1,SI
s_008um_00353_00315-1,Colon
s_008um_00548_00471-1,SI
s_008um_00466_00225-1,Colon
s_008um_00497_00478-1,SI
s_008um_00343_00227-1,Colon
s_008um_00518_00500-1,SI
s_008um_00479_00253-1,Colon
s_008um_00433_00536-1,SI
s_008um_00518_00289-1,Colon
s_008um_00450_00513-1,SI
s_008um_00515_00248-1,Colon
s_008um_00409_00245-1,Colon
s_008um_00497_00245-1,Colon
s_008um_00575_00268-1,Colon
s_008um_00328_00289-1,Colon
s_008um_00459_00266-1,Colon
s_008um_00409_00253-1,Colon
s_008um_00356_00503-1,SI
s_008um_00384_00283-1,Colon
s_008um_00440_00262-1,Colon
s_008um_00488_00229-1,Colon
s_008um_00474_00508-1,SI
s_008um_00501_00496-1,SI
s_008um_00434_00218-1,Colon
s_008um_00488_00492-1,SI
s_008um_00405_00516-1,SI
s_008um_00520_00252-1,Colon
s_008um_00428_00197-1,Colon
s_008um_00383_00284-1,Colon
s_008um_00322_00545-1,SI
s_008um_00355_00213-1,Colon
s_008um_00402_00233-1,Colon
s_008um_00326_00302-1,Colon
s_008um_00333_00284-1,Colon
s_008um_00440_00190-1,Colon
s_008um_00489_00482-1,SI
s_008um_00342_00262-1,Colon
s_008um_00402_00516-1,SI
s_008um_00428_00517-1,SI
s_008um_00460_00526-1,SI
s_008um_00415_00521-1,SI
s_008um_00579_00277-1,Colon
s_008um_00302_00607-1,SI
s_008um_00463_00196-1,Colon
s_008um_00469_00514-1,SI
s_008um_00551_00258-1,Colon
s_008um_00386_00224-1,Colon
s_008um_00399_00282-1,Colon
s_008um_00439_00551-1,SI
s_008um_00314_00539-1,SI
s_008um_00589_00256-1,Colon
s_008um_00407_00240-1,Colon
s_008um_00517_00246-1,Colon
s_008um_00498_00248-1,Colon
s_008um_00468_00525-1,SI
s_008um_00546_00449-1,SI
s_008um_00581_00243-1,Colon
s_008um_00381_00210-1,Colon
s_008um_00449_00550-1,SI
s_008um_00602_00468-1,SI
s_008um_00315_00544-1,SI
s_008um_00340_00231-1,Colon
s_008um_00478_00248-1,Colon
s_008um_00433_00195-1,Colon
s_008um_00509_00275-1,Colon
s_008um_00364_00516-1,SI
s_008um_00519_00495-1,SI
s_008um_00371_00284-1,Colon
s_008um_00578_00259-1,Colon
s_008um_00405_00550-1,SI
s_008um_00535_00273-1,Colon
s_008um_00347_00277-1,Colon
s_008um_00543_00222-1,Colon
s_008um_00585_00468-1,SI
s_008um_00453_00268-1,Colon
s_008um_00412_00533-1,SI
s_008um_00399_00270-1,Colon
s_008um_00456_00497-1,SI
s_008um_00454_00514-1,SI
s_008um_00529_00478-1,SI
s_008um_00612_00449-1,SI
s_008um_00415_00549-1,SI
s_008um_00497_00477-1,SI
s_008um_00539_00275-1,Colon
s_008um_00437_00262-1,Colon
s_008um_00402_00507-1,SI
s_008um_00402_00235-1,Colon
s_008um_00393_00234-1,Colon
s_008um_00353_00542-1,SI
s_008um_00520_00454-1,SI
s_008um_00565_00226-1,Colon
s_008um_00505_00282-1,Colon
s_008um_00420_00498-1,SI
s_008um_00407_00549-1,SI
s_008um_00434_00514-1,SI
s_008um_00315_00550-1,SI
s_008um_00594_00246-1,Colon
s_008um_00402_00261-1,Colon
s_008um_00421_00244-1,Colon
s_008um_00592_00449-1,SI
s_008um_00352_00283-1,Colon
s_008um_00425_00235-1,Colon
s_008um_00474_00488-1,SI
s_008um_00350_00263-1,Colon
s_008um_00375_00191-1,Colon
s_008um_00428_00207-1,Colon
s_008um_00519_00223-1,Colon
s_008um_00472_00506-1,SI
s_008um_00435_00522-1,SI
s_008um_00307_00550-1,SI
s_008um_00314_00555-1,SI
s_008um_00381_00264-1,Colon
s_008um_00582_00242-1,Colon
s_008um_00490_00256-1,Colon
s_008um_00462_00491-1,SI
s_008um_00379_00273-1,Colon
s_008um_00440_00236-1,Colon
s_008um_00452_00238-1,Colon
s_008um_00390_00531-1,SI
s_008um_00382_00222-1,Colon
s_008um_00461_00255-1,Colon
s_008um_00366_00543-1,SI
s_008um_00551_00218-1,Colon
s_008um_00366_00509-1,SI
s_008um_00424_00246-1,Colon
s_008um_00400_00207-1,Colon
s_008um_00438_00531-1,SI
s_008um_00394_00212-1,Colon
s_008um_00319_00541-1,SI
s_008um_00494_00514-1,SI
s_008um_00405_00552-1,SI
s_008um_00399_00200-1,Colon
s_008um_00454_00266-1,Colon
s_008um_00402_00528-1,SI
s_008um_00438_00526-1,SI
s_008um_00367_00302-1,Colon
s_008um_00540_00486-1,SI
s_008um_00414_00204-1,Colon
s_008um_00459_00538-1,SI
s_008um_00618_00437-1,SI
s_008um_00444_00236-1,Colon
s_008um_00551_00493-1,SI
s_008um_00461_00273-1,Colon
s_008um_00599_00471-1,SI
s_008um_00420_00210-1,Colon
s_008um_00506_00249-1,Colon
s_008um_00535_00269-1,Colon
s_008um_00383_00213-1,Colon
s_008um_00379_00490-1,SI
s_008um_00467_00225-1,Colon
s_008um_00488_00242-1,Colon
s_008um_00358_00238-1,Colon
s_008um_00498_00495-1,SI
s_008um_00392_00545-1,SI
s_008um_00398_00509-1,SI
s_008um_00426_00223-1,Colon
s_008um_00501_00483-1,SI
s_008um_00551_00205-1,Colon
s_008um_00456_00193-1,Colon
s_008um_00334_00525-1,SI
s_008um_00538_00238-1,Colon
s_008um_00407_00262-1,Colon
s_008um_00559_00230-1,Colon
s_008um_00404_00569-1,SI
s_008um_00401_00261-1,Colon
s_008um_00414_00500-1,SI
s_008um_00305_00539-1,SI
s_008um_00373_00205-1,Colon
s_008um_00323_00273-1,Colon
s_008um_00390_00197-1,Colon
s_008um_00437_00195-1,Colon
s_008um_00308_00548-1,SI
s_008um_00339_00289-1,Colon
s_008um_00341_00301-1,Colon
s_008um_00592_00249-1,Colon
s_008um_00413_00533-1,SI
s_008um_00517_00508-1,SI
s_008um_00406_00560-1,SI
s_008um_00596_00262-1,Colon
s_008um_00353_00236-1,Colon
s_008um_00392_00235-1,Colon
s_008um_00406_00234-1,Colon
s_008um_00496_00278-1,Colon
s_008um_00456_00215-1,Colon
s_008um_00536_00253-1,Colon
s_008um_00350_00248-1,Colon
s_008um_00375_00210-1,Colon
s_008um_00483_00263-1,Colon
s_008um_00357_00229-1,Colon
s_008um_00445_00196-1,Colon
s_008um_00456_00533-1,SI
s_008um_00406_00527-1,SI
s_008um_00516_00245-1,Colon
s_008um_00595_00235-1,Colon
s_008um_00489_00263-1,Colon
s_008um_00356_00310-1,Colon
s_008um_00355_00262-1,Colon
s_008um_00484_00223-1,Colon
s_008um_00379_00496-1,SI
s_008um_00397_00271-1,Colon
s_008um_00354_00526-1,SI
s_008um_00463_00197-1,Colon
s_008um_00396_00216-1,Colon
s_008um_00355_00256-1,Colon
s_008um_00638_00434-1,SI
s_008um_00619_00433-1,SI
s_008um_00408_00267-1,Colon
s_008um_00337_00261-1,Colon
s_008um_00344_00219-1,Colon
s_008um_00407_00242-1,Colon
s_008um_00357_00539-1,SI
s_008um_00498_00504-1,SI
s_008um_00604_00455-1,SI
s_008um_00397_00291-1,Colon
s_008um_00390_00496-1,SI
s_008um_00413_00257-1,Colon
s_008um_00613_00446-1,SI
s_008um_00588_00449-1,SI
s_008um_00387_00214-1,Colon
s_008um_00517_00457-1,SI
s_008um_00381_00213-1,Colon
s_008um_00372_00212-1,Colon
s_008um_00433_00549-1,SI
s_008um_00574_00280-1,Colon
s_008um_00365_00267-1,Colon
s_008um_00350_00303-1,Colon
s_008um_00457_00530-1,SI
s_008um_00468_00519-1,SI
s_008um_00518_00281-1,Colon
s_008um_00375_00278-1,Colon
s_008um_00472_00249-1,Colon
s_008um_00382_00190-1,
s_008um_00454_00524-1,SI
s_008um_00483_00485-1,SI
s_008um_00528_00245-1,Colon
s_008um_00468_00225-1,Colon
s_008um_00486_00271-1,Colon
s_008um_00341_00238-1,Colon
s_008um_00378_00535-1,SI
s_008um_00398_00490-1,SI
s_008um_00382_00533-1,SI
s_008um_00434_00512-1,SI
s_008um_00386_00268-1,Colon
s_008um_00450_00517-1,SI
s_008um_00407_00504-1,SI
s_008um_00417_00245-1,Colon
s_008um_00498_00252-1,Colon
s_008um_00415_00544-1,SI
s_008um_00594_00252-1,Colon
s_008um_00520_00231-1,Colon
s_008um_00573_00274-1,Colon
s_008um_00362_00273-1,Colon
s_008um_00439_00196-1,Colon
s_008um_00348_00252-1,Colon
s_008um_00484_00250-1,Colon
s_008um_00580_00235-1,Colon
s_008um_00558_00268-1,Colon
s_008um_00435_00530-1,SI
s_008um_00342_00541-1,SI
s_008um_00398_00290-1,Colon
s_008um_00395_00290-1,Colon
s_008um_00514_00500-1,SI
s_008um_00607_00443-1,SI
s_008um_00364_00543-1,SI
s_008um_00536_00480-1,SI
s_008um_00307_00599-1,SI
s_008um_00483_00257-1,Colon
s_008um_00409_00221-1,Colon
s_008um_00560_00460-1,SI
s_008um_00368_00511-1,SI
s_008um_00449_00241-1,Colon
s_008um_00498_00237-1,Colon
s_008um_00309_00554-1,SI
s_008um_00421_00209-1,Colon
s_008um_00583_00273-1,Colon
s_008um_00409_00203-1,Colon
s_008um_00544_00213-1,Colon
s_008um_00410_00567-1,SI
s_008um_00516_00462-1,SI
s_008um_00356_00251-1,Colon
s_008um_00424_00204-1,Colon
s_008um_00423_00193-1,Colon
s_008um_00452_00507-1,SI
s_008um_00433_00559-1,SI
s_008um_00454_00479-1,SI
s_008um_00614_00473-1,SI
s_008um_00412_00567-1,SI
s_008um_00386_00199-1,Colon
s_008um_00385_00519-1,SI
s_008um_00333_00296-1,Colon
s_008um_00576_00228-1,Colon
s_008um_00456_00198-1,Colon
s_008um_00546_00427-1,SI
s_008um_00472_00247-1,Colon
s_008um_00586_00261-1,Colon
s_008um_00586_00277-1,Colon
s_008um_00435_00520-1,SI
s_008um_00432_00237-1,Colon
s_008um_00356_00202-1,Colon
s_008um_00401_00241-1,Colon
s_008um_00480_00273-1,Colon
s_008um_00567_00476-1,SI
s_008um_00316_00549-1,SI
s_008um_00442_00486-1,SI
s_008um_00355_00279-1,Colon
s_008um_00562_00450-1,SI
s_008um_00436_00218-1,Colon
s_008um_00589_00228-1,Colon
s_008um_00547_00433-1,SI
s_008um_00547_00500-1,SI
s_008um_00597_00455-1,SI
s_008um_00284_00579-1,SI
s_008um_00430_00230-1,Colon
s_008um_00479_00541-1,SI
s_008um_00541_00233-1,Colon
s_008um_00486_00225-1,Colon
s_008um_00343_00287-1,Colon
s_008um_00360_00215-1,Colon
s_008um_00508_00481-1,SI
s_008um_00339_00523-1,SI
s_008um_00408_00559-1,SI
s_008um_00390_00208-1,Colon
